-82.301893,-0.008742,-436.968859,762.269136,-22.984306,-1.077807,-0.000030,0.527187,0.477246,0.001171,-0.000172,-99.864188,750.028822,9.949709,-0.162894,-318.996039,5.923371,-1.189392,1.510156,0.105493,0.004383
1342.025097,-0.611422,-306.161649,-3447.078604,-31.067985,11.552185,-0.000027,0.125863,0.884381,0.001703,0.001910,173.351298,218.443362,5.944416,1.888768,2367.192509,4.217544,-8.788983,2.306182,0.095212,-0.040356
201.292280,-0.325938,-337.896371,-440.881746,-30.243908,6.157159,-0.000026,0.245997,0.703605,0.001267,0.000848,372.661298,212.116862,7.383451,2.684401,596.063311,4.744418,-6.749348,2.207170,0.104703,-0.013890
0.000625,-0.240197,-359.154214,149.842191,-29.482836,4.241421,-0.000027,0.297095,0.640919,0.000860,0.000600,440.803243,260.368809,7.833011,2.353262,211.153201,5.656390,-5.328635,2.096207,0.104743,-0.008745
526.219908,-0.173566,-504.574495,-841.447225,-28.614655,2.173296,-0.000033,0.323055,0.592858,0.001021,0.000440,406.010078,427.664211,9.050681,2.562790,684.244362,4.918398,-3.633412,2.058343,0.106365,-0.004964
124.563552,-0.147455,-572.848637,87.703643,-27.821387,1.836956,-0.000029,0.344950,0.572662,0.001062,0.000351,421.014548,500.531972,9.706003,2.724761,160.429738,5.170562,-3.503530,1.966120,0.106518,-0.003659
-466.317010,-0.120994,-444.906015,1407.050145,-27.074951,1.468068,-0.000031,0.369291,0.557781,0.000745,0.000276,400.988872,387.553399,9.249181,2.636184,-570.183004,5.182241,-3.229956,1.927895,0.106776,-0.002880
-856.478550,-0.091595,-267.599173,2316.038022,-26.221572,0.534978,-0.000028,0.394190,0.529440,0.000918,0.000215,365.852629,215.396223,10.249846,2.524135,-1090.712537,5.368522,-2.342400,1.828167,0.105825,-0.002008
-844.350257,-0.048834,-126.588714,2365.403295,-26.021564,-0.764037,-0.000031,0.419895,0.493017,0.001136,0.000138,341.741299,92.030129,10.199557,2.318633,-1154.083942,5.443324,-1.069879,1.798503,0.106355,-0.000888
-556.489512,-0.022357,-286.881682,1828.374372,-25.463809,-1.752345,-0.000028,0.440672,0.468671,0.001073,0.000078,325.649829,296.011052,10.364656,2.138985,-906.031244,5.591334,-0.156544,1.733681,0.107965,0.000213
-256.435563,0.011665,-623.485351,1247.970347,-24.668226,-2.314375,-0.000029,0.462185,0.441861,0.001287,-0.000005,347.935205,690.689422,10.091910,1.885189,-628.643854,5.430569,0.339901,1.683940,0.106520,0.001243
-30.512556,0.024197,-984.539030,827.776537,-24.551204,-2.590587,-0.000030,0.492170,0.436550,0.001234,-0.000076,412.949441,1104.264054,10.819617,1.445527,-437.685937,6.341334,0.516940,1.597997,0.106742,0.002385
103.742440,0.040444,-1209.500072,567.541827,-22.986286,-2.715369,-0.000031,0.522061,0.427571,0.001335,-0.000152,482.516971,1386.448664,10.539265,0.834552,-313.423528,5.619638,0.543168,1.522724,0.106790,0.003579
68.689914,0.054779,-1191.847381,649.180889,-22.422576,-2.728384,-0.000031,0.559440,0.421066,0.001052,-0.000233,464.926698,1437.228239,11.219091,-0.070443,-362.761092,5.989638,0.491804,1.451512,0.106497,0.004749
11.312880,0.063160,-947.486901,756.272757,-22.347254,-2.725565,-0.000029,0.601610,0.416679,0.001174,-0.000329,303.764724,1293.385516,10.582232,-1.106801,-412.117140,6.553644,0.378444,1.405664,0.106862,0.006363
-30.916355,0.082939,-661.209550,838.642111,-21.472197,-3.007188,-0.000029,0.641380,0.404786,0.001299,-0.000431,29.329412,1122.745111,10.593651,-2.017647,-454.799957,6.796502,0.552077,1.313775,0.106072,0.008075
-64.641397,0.100843,-389.234685,911.281625,-20.425781,-3.349748,-0.000029,0.676999,0.395380,0.001439,-0.000547,-362.587301,983.584619,10.595231,-2.676551,-493.805609,6.882220,0.705569,1.211132,0.106540,0.010120
103.822472,0.117670,-295.533765,536.361761,-18.880417,-3.380751,-0.000028,0.714155,0.391358,0.001536,-0.000704,-694.701815,1027.727769,10.798799,-3.368292,-283.988553,6.489881,0.460271,1.105110,0.105978,0.012723
-21.292121,0.141079,-280.286893,818.001900,-17.663979,-3.400052,-0.000032,0.756914,0.389453,0.001402,-0.000888,-981.060744,1167.337772,10.363886,-4.280590,-438.625122,6.908439,0.040959,0.985521,0.105592,0.016653
22.603282,0.164808,87.706525,731.723004,-15.824323,-4.078375,-0.000026,0.815629,0.382290,0.001358,-0.001160,-1314.911023,949.550992,10.658330,-5.475386,-389.799889,7.618341,0.187728,0.785082,0.103651,0.022197
-10.707826,0.250146,514.503144,871.642611,-10.842008,-5.958231,-0.000033,0.860959,0.335757,0.001334,-0.001498,-2209.055310,742.938354,9.907110,-5.304729,-490.448305,7.227486,1.247572,0.403854,0.101576,0.029105
129.053169,0.449154,1623.139350,668.867819,6.527065,-9.111560,-0.000022,1.143348,0.259223,0.000815,-0.002874,-5178.408527,613.898119,13.126367,-8.374948,-387.373571,5.288435,1.325510,-0.887609,0.090033,0.055822
